상품명,쇼핑몰 상품 ID,네이버쇼핑 상품 ID,광고 계정 이름,광고 계정 ID,결과,결과 유형,결과당 비용,결과당 비용 유형,총비용,노출수,평균 CPM,클릭수,평균 CPC,클릭률(%),총 전환율(%),총 광고수익률(%)
소형 A형 입간판 고객 전용 주차구역 표지판 A형 주차장 전용 지정 차량 안내 PE 접이식 간판 소형 노랑 무지,6520853352,84065353684,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 수영장 안전수칙 표지판 펜션 풀장 물놀이 이용 안내 A형 접이식 간판 소형 노랑 무지,6516404767,84060905100,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 불법 촬영금지 표지판 장비 탐지중 A형 입간판 몰카 금지 경고 범죄 예방 소형 노랑 무지,6511024064,84055524397,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 도서관 실내 정숙 간판 사무실 독서실 경고 PE 접이식 표지판 사무실 A형 경고문 소형 노랑 무지,6507163236,84051663569,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 공사중 A형 입간판 도로 안내 도로 교통 안전 천천히 접이식 PE 표지판 소형 노랑 무지,6502570396,84047070729,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 매장 안내 음료 음식물 반입금지 A형 표지판 매장 카페 외부음식 반입불가 경고 PE 입간판 소형 노랑 무지,6485094373,84029594706,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 매장 안내 매장 계단 화장실 미끄럼주의 복도 뛰지마세요 A형 입간판 주의 안내판 뛰지마시오 표지판 경고문 소형 노랑 무지,6484651022,84029151355,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 매장 안내 음식점 식당 입구 A형 입간판 매장 레스토랑 메뉴판 진열대 영업시간 영업중 표지판 소형 노랑 무지,6479381118,84023881451,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 PE 입간판 공사중 진입금지 A형 표지판 교통 안전 공사 안내 접근금지 작업중 경고 유도 소형 노랑 무지,6479275904,84023776237,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 장애인 휠체어 보관 시설 장소 유도 위치 표시판 아기 유모차 보관소 안내 표지판 미끄럼방지스티커,6424582106,83969082439,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 횡단보도 자전거 내리기 표지 교통 안전 도로 충돌 사고 위험 방지 스티커 금속특수시트,6423755195,83968255528,hana1644,1872088,0,전환,0,전환당,0,19,0,0,0,0.00,0.00,0.00
스티커 전화 알림 안전화 착용구역 스티커 산업 시설 안전 지시 작업화 의무 경고 표지 공사장 현장 상시 장비 안내 표시 문구 미끄럼방지스티커,6423403538,83967903871,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
200x200mm 표지판 매장 안내 바이러스 예방 마스크 착용 안내 표지판 개인위생 의무 안내 매장 안내판 포맥스,6388007234,83932507567,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
스티커 주의 표지 지정폐기물 안내판 보관표지 취급시 주의사항 운반장소 표시 건설 의료 배출 표지판 화이트보드 스티커 시안01,6371595233,83916095566,hana1644,1872088,0,전환,0,전환당,0,14,0,0,0,0.00,0.00,0.00
스티커 의료 폐기물 보관표지 안내 표지판 사업장 업소명 수량 표시판 스티커 폐기물 감염성 알림판 포맥스 3T+화이트보드지 배출자용,6371555820,83916056153,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 주의 표지 화재 예방 소화기 위치표시 안내판 소방 안전물품 표지판 재난 초기 진압 알림 빠른 대비 대처주의 반사지 포맥스,6283958992,83828461481,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
미끄럼 넘어짐주의 계단 난간 손잡이 스티커 300x100mm,6256787561,83801290050,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 방화셔터 내려오는곳 바닥 피난 유도선 소방시설 물건 적치금지 적재금지 미끄럼방지 안내선 미끄럼방지스티커,6198962336,83743461913,hana1644,1872088,0,전환,0,전환당,0,72,0,0,0,0.00,0.00,0.00
스티커 주의 표지 안전주의 보행중 스마트폰 사용금지 충돌주의 안내 보행자 잠시 멈춤 전방주시 경고 바닥 스티커 핸드폰 위험 포맥스 3T,6156758549,83701258037,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 외부차량 주차금지 정차금지 지정주차구역 경고문 A형 접이식 안내판 소형 노랑 무지,6111259226,83655758714,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
미세요 폐문 입구 표지판 출입문 01 블랙로즈타입 미시오,6103059003,83647558491,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
어린이보호구역 불법 촬영 제한 표시 안내 문구 스쿨존 속도 규정 돌출 속도위반 학교 주정차금지 패트 축광 스쿨존 타입,6099782766,83644282254,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
스티커 소방안전 관리자 현황표 시설 방화 관리 표지판 현황판 01 스티커타입 A3사이즈,6092318759,83636818247,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 소방관진입창 스티커 세트 소방대 진입 반사지 단면 타격지점 스티커,6090544075,83635043563,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
표지판 비상 대피로 집결장소 표지판 야광 피난구 위치로 유도 표시 축광 소방 안전 안내판 화재 지진 재난 대비 포맥스,6077550734,83622050222,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
자석 공지 게시판 4구 어린이집 인포메이션 학급 알림판 엘리베이터 식당 음식점 벽메뉴판,6022715471,83567214959,hana1644,1872088,0,전환,0,전환당,0,60,0,0,0,0.00,0.00,0.00
자석 보드 게시판 3구 메모 어린이집 학교 학원 유치원 아파트 인포메이션 안내판,6022713071,83567212559,hana1644,1872088,0,전환,0,전환당,2836,123,23056,1,2836,0.81,0.00,0.00
자석 게시판 메모보드 2구 광고 회사 공지사항 안내 메모 액자 벽메뉴판,6022709846,83567209334,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
자석 다보 게시판 1구 학교 알림판 학원 사무실 공지사항,6022707094,83567206582,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 주의 표지 아파트 승강기 안전 이용 스티커 주의사항 타인 배려 표시 건물내 엘리베이터 주의사항 안내 표지,6001219749,83545719237,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
주의 표지 아파트 공동주택 생활 층간소음 자제 고성방가 큰소리 주의 알림 배너 택배차량 공회전금지 이웃 배려 협조안내 출력물단품 01,6000599707,83545099195,hana1644,1872088,0,전환,0,전환당,0,11,0,0,0,0.00,0.00,0.00
표지판 주의 표지 아파트 운전자 주의사항 안전속도 제한속도 안전거리 안내표지판 10km 포맥스 반사지 01,5959540482,83504039970,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
표지판 주의 표지 안내판 운전자 주의사항 표지판 아파트 단지 관리사무소 주차장 차량 서행 10km 포맥스 UV인쇄 01,5959521801,83504021289,hana1644,1872088,0,전환,0,전환당,0,13,0,0,0,0.00,0.00,0.00
스티커 주의 표지 운전자 주의사항 표지판 스티커 아파트 단지 주차장 차량 서행 안내 표지 10km 일반스티커 01,5959385768,83503885256,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 이륜차 오토바이 전용 주차구역 안내 표시판 자동차 차량 배려 협조알림 아파트 관리사무소 바이크 표지판,5944523450,83489022938,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 관리사무소 아파트 배송 물건 물품 보관대 사용 알림판 무인 택배함 표시 안내판 CCTV 녹화중 분실방지 표지판,5937733500,83482232988,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 주차장 차량 공회전 금지 제한 방지구역 유의사항 안내 표지판 자동차 매연주의 나무 잔디 환경보호 알림 표시판 과태료 부과,5929670355,83474169774,hana1644,1872088,0,전환,0,전환당,0,11,0,0,0,0.00,0.00,0.00
단차주의 계단주의 표지판 바닥 미끄럼방지스티커 200x200,5915269833,83459769321,hana1644,1872088,0,전환,0,전환당,0,295,0,0,0,0.00,0.00,0.00
표지판 1200X400mm 주의 표지 안전 교통 통제 자동차 주차장 차량 진입 안내 표지판 안전주의,5892582071,83437081485,hana1644,1872088,0,전환,0,전환당,0,36,0,0,0,0.00,0.00,0.00
표지판 불법 투기 폐기물 무단투기 쓰레기 버리지마세요 금지 경고문 벌금 안내표지판,5860799079,83405298493,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
스티커 물건 자전거 적치금지 스티커 복도 화재 비상 과태료 부과 소파라치 신고포상금 피해 관리사무소 경비실 소방법 안전대비 500매,5860403534,83404902948,hana1644,1872088,0,전환,0,전환당,0,33,0,0,0,0.00,0.00,0.00
학교 행정실 교육시설 환경 위생 정화구역 안내 표시판 보건법위반 벌금부과 알림판 쓰레기 무단투기 금지,5854550989,83399050403,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
대형 스티커 대형 폐기물 쓰레기 무단투기 스티커 경고장 표지 강력접착 물품처리 경비실 신고안내 비용지불 안내사항 준수 알림 미 이행시 cctv 사진공개 500장,5852350912,83396850326,hana1644,1872088,0,전환,0,전환당,0,91,0,0,0,0.00,0.00,0.00
표지판 소음공해 주차장 경적금지 표찰 안내판 큰소리 금지 클락션 사용금지 표지판,5849219205,83393718619,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
대형 스티커 관리사무소 위탁 업체신고 안내 물품명 접수인 정보기재 알림 대형 폐기물 쓰레기 분류 처리 배출 안전 일반 스티커 표지 500장,5843299976,83387799390,hana1644,1872088,0,전환,0,전환당,0,49,0,0,0,0.00,0.00,0.00
교통안전 어린이보호 주정차금지표지 스쿨존 과태료 단속 현수막 기본 열재단,5833477064,83377976478,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
불법주차 단속안내 주차장 관리 외부차량 주차금지 현수막 01 기본 열재단,5828320534,83372819948,hana1644,1872088,0,전환,0,전환당,165,13,12692,1,165,7.69,0.00,0.00
아파트 회사 빌딩 화단보호 전면주차 주차장 차량 현수막 01 기본 열재단,5825635421,83370134835,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
표지판 캠핑장 이용수칙 표시판 애완동물 입장금지 표지판 전용 주차구역 안내 알림판 라운드 단면,5819549605,83364049019,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
표지판 안전속도 스쿨존 어린이 보호구역 안내판 도로교통 사고 위험방지 예방 차량속도 규제 학교 유치원 서행 알림 표지판,5817522825,83362022239,hana1644,1872088,0,전환,0,전환당,0,293,0,0,0,0.00,0.00,0.00
대형 독립운동 광복절 국경일 기념 축하 대형 현수막 실사출력 개천절 삼일절 보훈의달 이벤트 플랜카드 기본 열재단,5814931463,83359430877,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
아파트 주차장 운전 서행 차량 사고예방 현수막 실사출력 기본 열재단,5809279161,83353778575,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 어린이집 유치원 학교 놀이터 안내판 단품 사각 어린이 놀이 시설물 안전수칙 이용 표지판 단면인쇄,5771254160,83315753574,hana1644,1872088,0,전환,0,전환당,0,34,0,0,0,0.00,0.00,0.00
표지판 공원용 놀이터 시설물 이용안내 표지판 단품 라운드 공원 학교 놀이시설 사용 안내 표시판 단면인쇄 샘플디자인,5771248255,83315747669,hana1644,1872088,0,전환,0,전환당,1707,26,65641,2,853,7.69,0.00,0.00
A4 아크릴 게시판 10구 종이꽂이 보드 아파트 사무실 상가 회사,5747169093,83291668340,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
사무실 A4 게시판 8구 아크릴 엘리베이터 알림판 아파트 안내문,5747168599,83291667846,hana1644,1872088,0,전환,0,전환당,0,22,0,0,0,0.00,0.00,0.00
병원 진료 투명 아크릴 게시판 6구 병원 알림판 A4 종이꽂이 공지 상가 인포메이션,5747168054,83291667301,hana1644,1872088,0,전환,0,전환당,5624,428,13140,3,1875,0.70,0.00,0.00
아크릴 A4 게시판 아파트 4구 회사 엘리베이터 알림판 인포메이션,5747151556,83291650803,hana1644,1872088,0,전환,0,전환당,246,85,2896,1,246,1.18,0.00,0.00
A4 투명 아크릴 게시판 3구 아파트 알림판 엘리베이터 안내문,5747129901,83291629148,hana1644,1872088,0,전환,0,전환당,3238,166,19506,3,1079,1.81,0.00,0.00
회사 사무실 아크릴 게시판 2구 어린이집 환경판 유치원 알림판 학교,5746878545,83291377792,hana1644,1872088,0,전환,0,전환당,0,65,0,0,0,0.00,0.00,0.00
투명 아크릴 종이꽂이 엘리베이터 게시판 1구 아파트 알림판 사무실 공지사항,5746820603,83291319850,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 200X300mm (세로형) 주의 표지 MSDS 산업 안전 전기위험표지 고전압 특고압 경고 주의 표시 감전위험 사고 방지 안내 스티커,5717665952,83262164447,hana1644,1872088,0,전환,0,전환당,0,70,0,0,0,0.00,0.00,0.00
210x300mm 스티커 출입금지 안내 산업 안전 보건법 질식위험공간 밀폐공간 관계자외 출입금지 안내표지판 MSDS 스티커,5716005726,83260504120,hana1644,1872088,0,전환,0,전환당,0,96,0,0,0,0.00,0.00,0.00
스티커 400X600mm 주의 표지 안전보건표지 MSDS 산업안전보건법 위험물질 중량물 취급주의 경고 지시 금지 안내표지판 스티커,5715931587,83260429981,hana1644,1872088,0,전환,0,전환당,0,18,0,0,0,0.00,0.00,0.00
600x400mm 표지판 산업안전수칙 유해화학물질 표지 취급시설 안내판 취급사업장 유해물질사업장 자석 표지판 MSDS,5715892496,83260390890,hana1644,1872088,0,전환,0,전환당,0,26,0,0,0,0.00,0.00,0.00
스티커 400X600mm 주의 표지 MSDS 유해물질 취급 안전수칙 컨베이어 지게차 위험물저장소 유해화학물질 안내 주의 경고 표지 스티커,5715890556,83260388950,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
스티커 MSDS 위험물 저장소 취급 화기엄금 위험물관계표지 탱크저장소 산업 안전 시설 표지판 스티커 01,5715888976,83260387370,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 200X300mm 산업 안전표지 MSDS 유해화학물질 예방수칙 실험실 표시 안내 화학약품 폐기물 경고 알림 스티커 01,5715881499,83260379893,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
5000x900mm MSDS 표지 공정안전관리 현수막 PSM 경고 안내 물질안전보건자료 유해물질 위험 가로,5704980284,83249478419,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
주의 표지 유해물질 주의 안내판 PSM 공정안전관리 MSDS 표지 경고 표시판 물질안전보건자료 위험 Y배너 + 하단물통포함,5703388436,83247886533,hana1644,1872088,0,전환,0,전환당,0,34,0,0,0,0.00,0.00,0.00
500x160mm 스티커 승강기 짝수 홀수층 전용 엘리베이터 스티커 방문객 외부인 내방인 안내 표시 직원 출입공간 알림 미끄럼방지시트,5703063441,83247561530,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
80x100mm 스티커 MSDS 표지 경고 물질안전보건자료 위험 유해물질 안내판 GHS 라벨 스티커,5685929755,83230427584,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
300x400mm 스티커 MSDS 경고 표지 물질안전보건자료 유해물질 안내판 수산화나트륨 스티커,5681129991,83225627616,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 출입금지 안내 오토바이 진입금지 A형 안내판 바이크 지상 출입금지 PE 입간판 소형 노랑 무지,5671050691,83215548163,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 오토바이 지상 출입금지 표지판 푯말 잔디보호 화단 팻말 사각 타입 안내판,5665611128,83210108551,hana1644,1872088,0,전환,0,전환당,922,135,6833,2,461,1.48,0.00,0.00
80x105mm 스티커 주의 표지 MSDS경고표지 산업 안전 표지판 주의 경고 금지 위험 보건 표지판 금지표시 스티커,5658922603,83203419938,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
A4 게시판 아파트 승강기 빌라 엘리베이터 크리스탈 10구 포켓형 01_광고면 없음,5627024493,83171521294,hana1644,1872088,0,전환,0,전환당,0,85,0,0,0,0.00,0.00,0.00
사무실 게시판 아파트 학교 기업 빌라 승강기 크리스탈 8구 포켓형 01_광고면 없음,5627018430,83171515231,hana1644,1872088,0,전환,0,전환당,0,17,0,0,0,0.00,0.00,0.00
엘리베이터 게시판 아파트 빌라 사무실 크리스탈 6구 포켓형 01_광고면 없음,5627010165,83171506966,hana1644,1872088,0,전환,0,전환당,0,22,0,0,0,0.00,0.00,0.00
승강기 게시판 아파트 관공서 기업 사무실 엘리베이터 크리스탈 4구 포켓형 01_광고면 없음,5627002960,83171499761,hana1644,1872088,0,전환,0,전환당,0,19,0,0,0,0.00,0.00,0.00
아파트 학교 관공서 기업 빌라 로비 사무실 게시판 크리스탈 3구 포켓형 01_광고면 없음,5626997429,83171494230,hana1644,1872088,0,전환,0,전환당,0,26,0,0,0,0.00,0.00,0.00
크리스탈 아파트 게시판 승강기 상가 사무실 로비 안내 2구 포켓형 01_광고면 없음,5626992860,83171489661,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
아파트 승강기 게시판 크리스탈 상가 알림판 사무실 인포메이션 1구 포켓형 01_광고면 없음,5626987742,83171484543,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스승의날 현수막 이벤트 감사 선생님 은혜 행사 학교 학원 이벤트 플랜카드 일반나무,5538818034,83083313725,hana1644,1872088,0,전환,0,전환당,1435,205,7001,10,144,4.88,0.00,0.00
대형 어린이날 현수막 유치원 플랜카드 대형 행사 어린이집 초등학교 일반나무,5538773067,83083268758,hana1644,1872088,0,전환,0,전환당,973,322,3021,1,973,0.31,0.00,0.00
대형 어버이날 현수막 어린이집 유치원 가정의달 플랜카드 대형 일반나무,5538622827,83083118518,hana1644,1872088,0,전환,0,전환당,198,91,2174,2,99,2.20,0.00,0.00
주차금지 현수막 어린이보호 과태료 플랜카드 스쿨존 단속 주정차 위반 배너 일반나무,5536267818,83080763500,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
대형 어린이 안전속도 5030 도로 스쿨존 현수막 대형 운전 제한시속 하향조정 표시 과태료안내 플랜카드 일반나무,5536199271,83080694953,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 헬스장 피트니스 이용수칙 표지판 유아 아동 출입제한 알림판 운동복 착용 안내판 분실사고 위험 표시,5503145213,83047640464,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
표지판 지정 일반 폐기물 보관 표지판 MSDS 보관처리 안내판 사업장 화이트보드 시안01,5479382750,83023877509,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
대형 현수막 5000X900mm 성탄절 망년회 송년회 신년 현수막 크리스마스 플랜카드 대형 교회 연말 행사 배너 기독교 일반나무,5476030318,83020524977,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
표지판 어린이집 cctv 녹화중 설치 의무화 지침 안내 표지판 유치원 화재 범죄 안전예방 표시판 촬영중 알림,5474424426,83018919054,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
420x300mm 소형 경차 전용구역 알림판 일반차량 금지 배기량 표시 승용 상용 소형차 주차시 문콕 사고방지 안내 표시판 일반 자동차 양보표지,5466324316,83010818792,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 차량 주차스티커 빌라 골드 메탈 아파트 차량번호 큐방형 뉴 럭셔리 실버 원형(100매이상 주문가능),5463288964,83007783410,hana1644,1872088,0,전환,0,전환당,0,643,0,0,0,0.00,0.00,0.00
스티커 골드 실버 차량 스티커 주차증 아파트 빌라 메탈 주차스티커 패드형 뉴 럭셔리 실버 원형(100매이상 주문가능),5463273090,83007767536,hana1644,1872088,0,전환,0,전환당,0,59,0,0,0,0.00,0.00,0.00
스티커 차량 메탈 주차증 주차스티커 빌라 주차 고급 아파트 스티커 뉴 럭셔리 실버 원형 리무벌 (100매이상 주문가능),5463256352,83007750798,hana1644,1872088,0,전환,0,전환당,0,161,0,0,0,0.00,0.00,0.00
스티커 축광 아파트 주차증 빌라 스티커 차량 주차스티커 출입 주차카드 뉴 야광 원형 리무벌 (100매이상 주문가능),5463233076,83007727522,hana1644,1872088,0,전환,0,전환당,4456,52,85689,2,2228,3.85,0.00,0.00
스티커 빌라 차량 아파트 주차스티커 주차증 뉴 반사지 큐방형 원형(100매이상 주문가능),5463037083,83007531529,hana1644,1872088,0,전환,0,전환당,629,289,2176,1,629,0.35,0.00,0.00
스티커 고급 주차증 빌라 차량 아파트 주차스티커 뉴 반사지 패드형 원형(100매이상 주문가능),5463025229,83007519675,hana1644,1872088,0,전환,0,전환당,784,6288,125,1,784,0.02,0.00,0.00
스티커 빌라 아파트 홀로그램 주차 스티커 주차증 뉴 큐방형 민무늬 홀로그램 원형,5463013449,83007507895,hana1644,1872088,1,전환,1668,전환당,1668,65,25666,1,1668,1.54,100.00,15464.75
스티커 홀로그램 차량 주차스티커 아파트 고급 빌라 주차증 뉴 패드형 민무늬홀로 (100매이상 주문가능) 원형,5463009707,83007504153,hana1644,1872088,0,전환,0,전환당,0,17,0,0,0,0.00,0.00,0.00
스티커 빌라 아파트 주차스티커 주차증 고급 반사지 주차 차량 뉴 반사지 원형 리무벌 (100매이상 주문가능),5462974195,83007468641,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
대형 주의 표지 자녀위험 휴대폰 파손 사칭 주의 표시 보이스피싱 예방 안내 현수막 대형 금융사기 플랜카드 일반나무,5458703701,83003198091,hana1644,1872088,0,전환,0,전환당,263,24,10959,1,263,4.17,0.00,0.00
화재시 대피요령 비상구 위치 표시 피난안내도 아크릴 다보타입 소방 안전 대피로 소화전 길 유도 표지 365x260 B4,5458241635,83002736025,hana1644,1872088,0,전환,0,전환당,0,64,0,0,0,0.00,0.00,0.00
420x300mm 공공 상업시설 기업 위치 문패 현판 아크릴 다보 회사 안내 명판 사무실 디자인 간판 기업,5402181603,82946675231,hana1644,1872088,0,전환,0,전환당,0,35,0,0,0,0.00,0.00,0.00
300x200mm 아크릴 다보 현판 공공기관 상업시설 디자인 간판 회사 위치 안내 명판 사무실 기업 문패,5400275493,82944769089,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
스티커 아동 안전 지킴이집 스티커 미아 납치 실종방지 교육 유치원 보호시설 어린이 유아보호 어린이학대 예방 도움안내 표시,5389820461,82934313741,hana1644,1872088,0,전환,0,전환당,0,459,0,0,0,0.00,0.00,0.00
표지판 사고예방 완강기 돌출형 표지판 안전대비 출구알림 소방 위치표시 안내판 축광 야광 위급 비상상황 화재 재난 인명피해 방지,5382915509,82927408677,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
스티커 화재 재난 대비 안내 표시 비상대피로 집결지 위치 유도 표지 야광 축광 스티커 소방 안전 대피 사각 원형,5351028623,82895521563,hana1644,1872088,0,전환,0,전환당,0,55,0,0,0,0.00,0.00,0.00
출입금지 안내 오토바이 주차금지 오뚜기콘 주황 원형 소 외부차량 출입금지 입구간판 상단 양면 무지 선택안함,5332014067,82876506734,hana1644,1872088,0,전환,0,전환당,0,118,0,0,0,0.00,0.00,0.00
210x297mm 스티커 페트 분리배출 안내 스티커 재활용 종이 플라스틱 캔 병 유리 수거알림 화이트시트,5306310193,82850802640,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
아크릴 여닫이 알림판 표찰 안내판 사무실 재실,5302338608,82846831007,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
QR코드 안내문 코로나 X 배너 음식점 발열체크 거치대 체온측정 카페 마스크 착용 식당 출력물 단품 01,5300474096,82844966445,hana1644,1872088,0,전환,0,전환당,0,141,0,0,0,0.00,0.00,0.00
출입금지 안내 오토바이 통행금지 아파트 출입금지 현수막 실사출력 플랜카드 배너 현수막 일반나무,5291819610,82836311849,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
유치원 어린이집 셔틀버스 보호자 동승표지 자석스티커 400x150mm,5281905478,82826397472,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
200x140mm 스티커 소방 화재 안전 표시 비상구 계단 복도 물건 무단 적치 적재금지 스티커 피난 방재 방화시설 적치물 안내 아트지 100매,5264086981,82808609543,hana1644,1872088,0,전환,0,전환당,0,23,0,0,0,0.00,0.00,0.00
스티커 축광 안전 유도테이프 야광 스티커 녹색,5199552158,82744073715,hana1644,1872088,0,전환,0,전환당,0,10,0,0,0,0.00,0.00,0.00
스티커 안전 비상구 표시 출입구 녹색 화재예방 사고방지 축광 야광스티커 비상구녹색01,5199352568,82743874125,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 주의 표지 경사로 미끄럼 주의 경고 안내판 차량 안전 경사면 위험 조심 표지판 주 정차 고임목 설치 표시 알림판,5140557911,82685078675,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
홀로그램 주차스티커 아파트 빌라 차량 고급 주차증 스티커 01_원형컷팅 민무늬홀로 (100매이상 주문가능),5097817661,82642339689,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
홀로그램 아파트 주차스티커 빌라 차량 고급 주차증 스티커 01_원형컷팅 민무늬홀로 (300매이상 주문가능),5097809844,82642331872,hana1644,1872088,0,전환,0,전환당,1652,646,2558,2,826,0.31,0.00,0.00
아파트 주차스티커 고급 홀로그램 빌라 차량 주차증 스티커 01_원형컷팅 민무늬홀로 (500매이상 주문가능),5097799972,82642322000,hana1644,1872088,0,전환,0,전환당,0,60,0,0,0,0.00,0.00,0.00
표지판 주의 표지 자연재난 행동요령 안내판 산사태 취약지역 위험 주의사항 표지판 안전유의 표시 사각형 단면,5055159354,82599680575,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
스티커 아파트 주차스티커 럭셔리 300매 빌라 차량 스티커 01_원형컷팅 1,5044010445,82588531505,hana1644,1872088,0,전환,0,전환당,0,13,0,0,0,0.00,0.00,0.00
